,Site,Plot,Yr,species,cover,alpha
2187,16,8,1,Fraxinus excelsior (c),100.0,3.0
2188,16,8,1,Ilex aquifolium,50.0,3.0
2189,16,8,1,Lonicera periclymenum,100.0,3.0
2190,16,8,1,Rosa seedling/sp,50.0,3.0
2191,16,8,1,Rubus fruticosus agg.,65.0,3.0
2192,16,8,2,Acer pseudoplatanus,50.0,11.0
2193,16,8,2,Fraxinus excelsior (c),50.0,11.0
2194,16,8,2,Ilex aquifolium,50.0,11.0
2195,16,8,2,Prunus avium,50.0,11.0
2196,16,8,2,Rubus fruticosus agg.,50.0,11.0
2197,16,9,1,Crataegus monogyna,50.0,12.0
2198,16,9,1,Fraxinus excelsior (c),50.0,12.0
2199,16,9,1,Hedera helix,5.0,12.0
2200,16,9,1,Quercus seedling/sp,50.0,12.0
2201,16,9,1,Rubus fruticosus agg.,30.0,12.0
2202,16,9,1,Rubus idaeus,50.0,12.0
2203,16,9,2,Fagus sylvatica,50.0,10.0
2204,16,9,2,Fraxinus excelsior (c),50.0,10.0
2205,16,9,2,Hedera helix,50.0,10.0
2206,16,9,2,Ilex aquifolium,50.0,10.0
2207,16,9,2,Lonicera periclymenum,50.0,10.0
2208,16,9,2,Prunus avium,50.0,10.0
2209,16,9,2,Rubus fruticosus agg.,50.0,10.0
2210,16,10,1,Fraxinus excelsior (c),100.0,18.0
2211,16,10,1,Ilex aquifolium,50.0,18.0
2212,16,10,1,Rosa seedling/sp,50.0,18.0
2213,16,10,1,Rubus fruticosus agg.,40.0,18.0
2214,16,10,1,Sorbus aucuparia,50.0,18.0
2215,16,10,2,Acer pseudoplatanus,50.0,6.0
2216,16,10,2,Crataegus monogyna,50.0,6.0
2217,16,10,2,Fagus sylvatica,50.0,6.0
2218,16,10,2,Fraxinus excelsior (c),50.0,6.0
2219,16,10,2,Ilex aquifolium,50.0,6.0
2220,16,10,2,Rubus fruticosus agg.,5.0,6.0
2221,16,11,1,Crataegus monogyna,50.0,9.0
2222,16,11,1,Fagus sylvatica,50.0,9.0
2223,16,11,1,Fraxinus excelsior (c),50.0,9.0
2224,16,11,1,Hedera helix,50.0,9.0
2225,16,11,1,Ilex aquifolium,50.0,9.0
2226,16,11,1,Rubus fruticosus agg.,25.0,9.0
2227,16,11,1,Sorbus aucuparia,50.0,9.0
2228,16,11,2,Crataegus monogyna,50.0,16.0
2229,16,11,2,Fagus sylvatica,50.0,16.0
2230,16,11,2,Fraxinus excelsior (c),50.0,16.0
2231,16,11,2,Ilex aquifolium,50.0,16.0
2232,16,11,2,Rubus fruticosus agg.,20.0,16.0
2233,16,11,2,Rubus idaeus,100.0,16.0
2234,16,12,1,Acer pseudoplatanus,50.0,10.0
2235,16,12,1,Crataegus monogyna,50.0,10.0
2236,16,12,1,Euonymus europaeus,100.0,10.0
2237,16,12,1,Fraxinus excelsior (c),100.0,10.0
2238,16,12,1,Hedera helix,5.0,10.0
2239,16,12,1,Ilex aquifolium,100.0,10.0
2240,16,12,1,Rubus fruticosus agg.,80.0,10.0
2241,16,12,1,Sorbus aucuparia,50.0,10.0
2242,16,12,2,Acer pseudoplatanus,50.0,12.0
2243,16,12,2,Crataegus monogyna,50.0,12.0
2244,16,12,2,Fraxinus excelsior (c),50.0,12.0
2245,16,12,2,Ilex aquifolium,50.0,12.0
2246,16,12,2,Rosa canina agg.,50.0,12.0
2247,16,12,2,Rubus fruticosus agg.,70.0,12.0
2248,16,12,2,Rubus idaeus,50.0,12.0
2249,16,12,2,Sambucus nigra,50.0,12.0
2250,16,13,1,Fagus sylvatica,50.0,7.0
2251,16,13,1,Fraxinus excelsior (c),100.0,7.0
2252,16,13,1,Ilex aquifolium,50.0,7.0
2253,16,13,1,Lonicera periclymenum,50.0,7.0
2254,16,13,1,Quercus seedling/sp,50.0,7.0
2255,16,13,1,Rubus fruticosus agg.,20.0,7.0
2256,16,13,1,Sorbus aucuparia,50.0,7.0
2257,16,13,2,Acer pseudoplatanus,25.0,23.0
2258,16,13,2,Betula pubescens,50.0,23.0
2259,16,13,2,Betula seedling/sp,50.0,23.0
2260,16,13,2,Crataegus monogyna,50.0,23.0
2261,16,13,2,Fagus sylvatica,50.0,23.0
2262,16,13,2,Fraxinus excelsior (c),50.0,23.0
2263,16,13,2,Hedera helix,50.0,23.0
2264,16,13,2,Lonicera periclymenum,50.0,23.0
2265,16,13,2,Rubus fruticosus agg.,30.0,23.0
2266,16,13,2,Rubus idaeus,50.0,23.0
2267,16,13,2,Solanum dulcamara,50.0,23.0
2268,16,13,2,Ulex sp.,50.0,23.0
2269,16,14,1,Acer pseudoplatanus,15.0,8.0
2270,16,14,1,Euonymus europaeus,50.0,8.0
2271,16,14,1,Fraxinus excelsior (c),100.0,8.0
2272,16,14,1,Hedera helix,10.0,8.0
2273,16,14,1,Lonicera periclymenum,50.0,8.0
2274,16,14,1,Pinus sylvestris,50.0,8.0
2275,16,14,1,Quercus seedling/sp,50.0,8.0
2276,16,14,1,Rosa seedling/sp,50.0,8.0
2277,16,14,1,Rubus fruticosus agg.,20.0,8.0
2278,16,14,1,Sorbus aucuparia,50.0,8.0
2279,16,14,2,Acer pseudoplatanus,50.0,19.0
2280,16,14,2,Betula pubescens,50.0,19.0
2281,16,14,2,Crataegus monogyna,50.0,19.0
2282,16,14,2,Fagus sylvatica,50.0,19.0
2283,16,14,2,Fraxinus excelsior (c),50.0,19.0
2284,16,14,2,Hedera helix,50.0,19.0
2285,16,14,2,Ilex aquifolium,50.0,19.0
2286,16,14,2,Rubus fruticosus agg.,10.0,19.0
2287,16,14,2,Rubus idaeus,50.0,19.0
2288,16,15,1,Castanea sativa,50.0,10.0
2289,16,15,1,Fraxinus excelsior (c),50.0,10.0
2290,16,15,1,Ilex aquifolium,50.0,10.0
2291,16,15,1,Lonicera periclymenum,50.0,10.0
2292,16,15,1,Rosa seedling/sp,50.0,10.0
2293,16,15,1,Rubus fruticosus agg.,40.0,10.0
2294,16,15,1,Sorbus aucuparia,50.0,10.0
2295,16,15,2,Fagus sylvatica,50.0,10.0
2296,16,15,2,Fraxinus excelsior (c),50.0,10.0
2297,16,15,2,Ilex aquifolium,50.0,10.0
2298,16,15,2,Lonicera periclymenum,50.0,10.0
2299,16,15,2,Rubus fruticosus agg.,10.0,10.0
2300,16,15,2,Rubus idaeus,50.0,10.0
2301,16,16,1,Fagus sylvatica,50.0,5.0
2302,16,16,1,Fraxinus excelsior (c),50.0,5.0
2303,16,16,1,Ilex aquifolium,5.0,5.0
2304,16,16,1,Lonicera periclymenum,50.0,5.0
2305,16,16,1,Rosa seedling/sp,50.0,5.0
2306,16,16,1,Rubus fruticosus agg.,50.0,5.0
2307,16,16,1,Sorbus aucuparia,50.0,5.0
2308,16,16,1,Taxus baccata,50.0,5.0
2309,16,16,2,Acer pseudoplatanus,50.0,15.0
2310,16,16,2,Betula seedling/sp,15.0,15.0
2311,16,16,2,Crataegus monogyna,50.0,15.0
2312,16,16,2,Fagus sylvatica,50.0,15.0
2313,16,16,2,Fraxinus excelsior (c),50.0,15.0
2314,16,16,2,Lonicera periclymenum,100.0,15.0
2315,16,16,2,Quercus seedling/sp,50.0,15.0
2316,16,16,2,Rubus fruticosus agg.,20.0,15.0
2317,16,16,2,Sorbus aucuparia,50.0,15.0
2318,17,1,1,Castanea sativa,50.0,38.0
2319,17,1,1,Crataegus monogyna,50.0,38.0
2320,17,1,1,Fraxinus excelsior (c),50.0,38.0
2321,17,1,1,Ilex aquifolium,50.0,38.0
2322,17,1,1,Lonicera periclymenum,5.0,38.0
2323,17,1,1,Rubus fruticosus agg.,100.0,38.0
2324,17,1,1,Rubus idaeus,50.0,38.0
2325,17,1,1,Sorbus aucuparia,50.0,38.0
2326,17,1,2,Betula seedling/sp,50.0,4.0
2327,17,1,2,Fraxinus excelsior (c),50.0,4.0
2328,17,1,2,Ilex aquifolium,50.0,4.0
2329,17,1,2,Lonicera periclymenum,10.0,4.0
2330,17,1,2,Rubus fruticosus agg.,10.0,4.0
2331,17,2,1,Crataegus monogyna,50.0,21.0
2332,17,2,1,Fraxinus excelsior (c),50.0,21.0
2333,17,2,1,Ilex aquifolium,50.0,21.0
2334,17,2,1,Lonicera periclymenum,100.0,21.0
2335,17,2,1,Rubus fruticosus agg.,5.0,21.0
2336,17,2,1,Rubus idaeus,100.0,21.0
2337,17,2,1,Sorbus aucuparia,50.0,21.0
2338,17,2,2,Fraxinus excelsior (c),10.0,9.0
2339,17,2,2,Ilex aquifolium,50.0,9.0
2340,17,2,2,Lonicera periclymenum,20.0,9.0
2341,17,2,2,Rubus fruticosus agg.,25.0,9.0
2342,17,3,1,Crataegus monogyna,50.0,30.0
2343,17,3,1,Fraxinus excelsior (c),50.0,30.0
2344,17,3,1,Lonicera periclymenum,50.0,30.0
2345,17,3,1,Rosa seedling/sp,50.0,30.0
2346,17,3,1,Rubus fruticosus agg.,100.0,30.0
2347,17,3,2,Cornus sanguinea,50.0,15.0
2348,17,3,2,Corylus avellana,50.0,15.0
2349,17,3,2,Fraxinus excelsior (c),50.0,15.0
2350,17,3,2,Rubus fruticosus agg.,20.0,15.0
2351,17,4,1,Lonicera periclymenum,100.0,8.0
2352,17,4,1,Rubus fruticosus agg.,100.0,8.0
2353,17,4,1,Sorbus aucuparia,50.0,8.0
2354,17,4,2,Lonicera periclymenum,50.0,4.0
2355,17,4,2,Rubus fruticosus agg.,20.0,4.0
2356,17,5,1,Betula seedling/sp,50.0,4.0
2357,17,5,1,Castanea sativa,50.0,4.0
2358,17,5,1,Ilex aquifolium,50.0,4.0
2359,17,5,1,Lonicera periclymenum,100.0,4.0
2360,17,5,1,Quercus seedling/sp,50.0,4.0
2361,17,5,1,Rubus fruticosus agg.,100.0,4.0
2362,17,5,1,Sorbus aucuparia,50.0,4.0
2363,17,5,1,Vaccinium myrtillus,90.0,4.0
2364,17,5,2,Lonicera periclymenum,5.0,3.0
2365,17,5,2,Quercus seedling/sp,50.0,3.0
2366,17,6,1,Betula seedling/sp,100.0,9.0
2367,17,6,1,Ilex aquifolium,50.0,9.0
2368,17,6,1,Lonicera periclymenum,100.0,9.0
2369,17,6,1,Rubus fruticosus agg.,20.0,9.0
2370,17,6,2,Ilex aquifolium,50.0,6.0
2371,17,6,2,Lonicera periclymenum,5.0,6.0
2372,17,6,2,Rubus fruticosus agg.,20.0,6.0
2373,17,7,1,Betula seedling/sp,50.0,22.0
2374,17,7,1,Castanea sativa,50.0,22.0
2375,17,7,1,Corylus avellana,100.0,22.0
2376,17,7,1,Crataegus monogyna,50.0,22.0
2377,17,7,1,Sorbus aucuparia,50.0,22.0
2378,17,7,2,Betula seedling/sp,50.0,10.0
2379,17,7,2,Fraxinus excelsior (c),50.0,10.0
2380,17,7,2,Rubus fruticosus agg.,20.0,10.0
2381,17,8,1,Castanea sativa,100.0,35.0
2382,17,8,1,Corylus avellana,50.0,35.0
2383,17,8,1,Crataegus monogyna,50.0,35.0
2384,17,8,1,Fraxinus excelsior (c),100.0,35.0
2385,17,8,1,Hedera helix,100.0,35.0
2386,17,8,1,Ilex aquifolium,50.0,35.0
2387,17,8,1,Lonicera periclymenum,5.0,35.0
2388,17,8,1,Quercus seedling/sp,50.0,35.0
2389,17,8,1,Rosa seedling/sp,50.0,35.0
2390,17,8,1,Rubus fruticosus agg.,100.0,35.0
2391,17,8,1,Sorbus aucuparia,100.0,35.0
2392,17,8,1,Ulmus procera,50.0,35.0
2393,17,8,1,Viburnum opulus,100.0,35.0
2394,17,8,2,Acer campestre,50.0,8.0
2395,17,8,2,Castanea sativa,5.0,8.0
2396,17,8,2,Fraxinus excelsior (c),5.0,8.0
2397,17,8,2,Lonicera periclymenum,10.0,8.0
2398,17,8,2,Rubus fruticosus agg.,20.0,8.0
2399,17,9,1,Corylus avellana,50.0,15.0
2400,17,9,1,Fraxinus excelsior (c),100.0,15.0
2401,17,9,1,Quercus seedling/sp,50.0,15.0
2402,17,9,1,Rubus fruticosus agg.,100.0,15.0
2403,17,9,1,Sambucus nigra,50.0,15.0
2404,17,9,1,Sorbus aucuparia,50.0,15.0
2405,17,9,2,Fraxinus excelsior (c),50.0,7.0
2406,17,9,2,Lonicera periclymenum,50.0,7.0
2407,17,9,2,Rubus fruticosus agg.,20.0,7.0
2408,17,10,1,Acer campestre,50.0,20.0
2409,17,10,1,Castanea sativa,100.0,20.0
2410,17,10,1,Crataegus monogyna,50.0,20.0
2411,17,10,1,Hedera helix,100.0,20.0
2412,17,10,1,Rosa seedling/sp,100.0,20.0
2413,17,10,1,Rubus fruticosus agg.,100.0,20.0
2414,17,10,1,Sorbus aucuparia,100.0,20.0
2415,17,10,1,Viburnum opulus,50.0,20.0
2416,17,10,2,Betula pubescens,50.0,13.0
2417,17,10,2,Castanea sativa,50.0,13.0
2418,17,10,2,Fraxinus excelsior (c),5.0,13.0
2419,17,10,2,Hedera helix,50.0,13.0
2420,17,10,2,Rubus fruticosus agg.,20.0,13.0
2421,17,11,1,Acer campestre,50.0,20.0
2422,17,11,1,Castanea sativa,100.0,20.0
2423,17,11,1,Corylus avellana,50.0,20.0
2424,17,11,1,Fraxinus excelsior (c),50.0,20.0
2425,17,11,1,Rosa seedling/sp,100.0,20.0
2426,17,11,1,Rubus fruticosus agg.,70.0,20.0
2427,17,11,2,Castanea sativa,50.0,6.0
2428,17,11,2,Fraxinus excelsior (c),50.0,6.0
2429,17,11,2,Rubus fruticosus agg.,30.0,6.0
2430,17,12,2,Rubus fruticosus agg.,5.0,9.0
2431,17,13,1,Rosa seedling/sp,50.0,18.0
2432,17,13,2,Ribes rubrum,50.0,2.0
2433,17,13,2,Rubus fruticosus agg.,10.0,2.0
2434,17,14,1,Fraxinus excelsior (c),100.0,25.0
2435,17,14,1,Quercus seedling/sp,50.0,25.0
2436,17,14,1,Rosa seedling/sp,50.0,25.0
2437,17,14,1,Rubus fruticosus agg.,100.0,25.0
2438,17,14,1,Rubus idaeus,50.0,25.0
2439,17,14,2,Crataegus monogyna,50.0,20.0
2440,17,14,2,Fraxinus excelsior (c),50.0,20.0
2441,17,14,2,Rubus fruticosus agg.,10.0,20.0
2442,17,14,2,Ulmus glabra,50.0,20.0
2443,17,15,1,Acer pseudoplatanus,100.0,19.0
2444,17,15,1,Crataegus monogyna,50.0,19.0
2445,17,15,1,Fraxinus excelsior (c),100.0,19.0
2446,17,15,1,Hedera helix,50.0,19.0
2447,17,15,1,Ilex aquifolium,50.0,19.0
2448,17,15,1,Rubus fruticosus agg.,5.0,19.0
2449,17,15,1,Rubus idaeus,100.0,19.0
2450,17,15,1,Sorbus aucuparia,50.0,19.0
2451,17,16,1,Acer campestre,50.0,20.0
2452,17,16,1,Corylus avellana,50.0,20.0
2453,17,16,1,Fraxinus excelsior (c),100.0,20.0
2454,17,16,1,Rubus fruticosus agg.,100.0,20.0
2455,17,16,1,Rubus idaeus,50.0,20.0
2456,17,16,1,Sorbus aucuparia,50.0,20.0
2457,17,16,2,Fraxinus excelsior (c),50.0,8.0
2458,17,16,2,Quercus seedling/sp,50.0,8.0
2459,17,16,2,Rubus fruticosus agg.,25.0,8.0
2460,18,1,1,Acer pseudoplatanus,50.0,20.0
2461,18,1,1,Betula seedling/sp,50.0,20.0
2462,18,1,1,Crataegus monogyna,50.0,20.0
2463,18,1,1,Fagus sylvatica,50.0,20.0
2464,18,1,1,Hedera helix,50.0,20.0
2465,18,1,1,Ilex aquifolium,50.0,20.0
2466,18,1,1,Lonicera periclymenum,100.0,20.0
2467,18,1,1,Quercus seedling/sp,50.0,20.0
2468,18,1,1,Rosa seedling/sp,100.0,20.0
2469,18,1,1,Rubus fruticosus agg.,100.0,20.0
2470,18,1,1,Sorbus aucuparia,50.0,20.0
2471,18,1,2,Acer pseudoplatanus,50.0,5.0
2472,18,1,2,Lonicera periclymenum,5.0,5.0
2473,18,1,2,Rosa seedling/sp,50.0,5.0
2474,18,1,2,Rubus fruticosus agg.,10.0,5.0
2475,18,2,1,Acer pseudoplatanus,50.0,15.0
2476,18,2,1,Corylus avellana,50.0,15.0
2477,18,2,1,Hedera helix,100.0,15.0
2478,18,2,1,Lonicera periclymenum,100.0,15.0
2479,18,2,1,Quercus seedling/sp,50.0,15.0
2480,18,2,1,Rubus fruticosus agg.,15.0,15.0
2481,18,2,1,Sorbus aucuparia,50.0,15.0
2482,18,2,2,Hedera helix,100.0,4.0
2483,18,2,2,Lonicera periclymenum,5.0,4.0
2484,18,2,2,Rubus fruticosus agg.,5.0,4.0
2485,18,3,1,Acer pseudoplatanus,50.0,19.0
2486,18,3,1,Fraxinus excelsior (c),50.0,19.0
2487,18,3,1,Hedera helix,50.0,19.0
2488,18,3,1,Ilex aquifolium,50.0,19.0
2489,18,3,1,Lonicera periclymenum,50.0,19.0
2490,18,3,1,Quercus seedling/sp,50.0,19.0
2491,18,3,1,Rosa seedling/sp,50.0,19.0
2492,18,3,1,Rubus fruticosus agg.,5.0,19.0
2493,18,3,2,Acer pseudoplatanus,50.0,4.0
2494,18,3,2,Fraxinus excelsior (c),50.0,4.0
2495,18,3,2,Hedera helix,50.0,4.0
2496,18,3,2,Ribes nigrum,5.0,4.0
2497,18,3,2,Rubus fruticosus agg.,10.0,4.0
2498,18,4,1,Acer campestre,50.0,21.0
2499,18,4,1,Crataegus monogyna,50.0,21.0
2500,18,4,1,Fraxinus excelsior (c),100.0,21.0
2501,18,4,1,Hedera helix,50.0,21.0
2502,18,4,1,Ilex aquifolium,50.0,21.0
2503,18,4,1,Rubus fruticosus agg.,5.0,21.0
2504,18,4,2,Lonicera periclymenum,100.0,6.0
2505,18,4,2,Rubus fruticosus agg.,10.0,6.0
2506,18,5,1,Aesculus hippocastanum,50.0,25.0
2507,18,5,1,Corylus avellana,50.0,25.0
2508,18,5,1,Crataegus monogyna,50.0,25.0
2509,18,5,1,Fraxinus excelsior (c),50.0,25.0
2510,18,5,1,Hedera helix,100.0,25.0
2511,18,5,1,Ilex aquifolium,50.0,25.0
2512,18,5,1,Prunus avium,50.0,25.0
2513,18,5,1,Quercus seedling/sp,50.0,25.0
2514,18,5,1,Ribes nigrum,50.0,25.0
2515,18,5,1,Ribes rubrum,50.0,25.0
2516,18,5,1,Rosa seedling/sp,50.0,25.0
2517,18,5,1,Rubus fruticosus agg.,5.0,25.0
2518,18,5,2,Rubus fruticosus agg.,40.0,4.0
2519,18,6,1,Crataegus monogyna,50.0,21.0
2520,18,6,1,Fraxinus excelsior (c),100.0,21.0
2521,18,6,1,Hedera helix,100.0,21.0
2522,18,6,1,Ilex aquifolium,50.0,21.0
2523,18,6,1,Lonicera periclymenum,50.0,21.0
2524,18,6,1,Mahonia aquifolium,100.0,21.0
2525,18,6,1,Ribes uva-crispa,50.0,21.0
2526,18,6,1,Rosa seedling/sp,50.0,21.0
2527,18,6,1,Ulmus glabra,50.0,21.0
2528,18,6,2,Crataegus monogyna,50.0,23.0
2529,18,6,2,Fraxinus excelsior (c),50.0,23.0
2530,18,6,2,Rubus fruticosus agg.,100.0,23.0
2531,18,7,1,Acer campestre,50.0,25.0
2532,18,7,1,Castanea sativa,100.0,25.0
2533,18,7,1,Corylus avellana,50.0,25.0
2534,18,7,1,Crataegus monogyna,50.0,25.0
2535,18,7,1,Fraxinus excelsior (c),50.0,25.0
2536,18,7,1,Hedera helix,100.0,25.0
2537,18,7,1,Lonicera periclymenum,100.0,25.0
2538,18,7,1,Rosa seedling/sp,5.0,25.0
2539,18,7,1,Rubus fruticosus agg.,20.0,25.0
2540,18,7,2,Hedera helix,100.0,14.0
2541,18,7,2,Rubus fruticosus agg.,45.0,14.0
2542,18,8,1,Acer pseudoplatanus,50.0,19.0
2543,18,8,1,Castanea sativa,100.0,19.0
2544,18,8,1,Fraxinus excelsior (c),100.0,19.0
2545,18,8,1,Hedera helix,50.0,19.0
2546,18,8,1,Lonicera periclymenum,50.0,19.0
2547,18,8,1,Ribes uva-crispa,50.0,19.0
2548,18,8,1,Rosa seedling/sp,100.0,19.0
2549,18,8,1,Rubus fruticosus agg.,5.0,19.0
2550,18,9,1,Fraxinus excelsior (c),50.0,19.0
2551,18,9,1,Hedera helix,50.0,19.0
2552,18,9,1,Lonicera periclymenum,100.0,19.0
2553,18,9,1,Rosa seedling/sp,50.0,19.0
2554,18,9,1,Rubus fruticosus agg.,20.0,19.0
2555,18,9,2,Crataegus monogyna,2.0,19.0
2556,18,9,2,Fraxinus excelsior (c),50.0,19.0
2557,18,9,2,Hedera helix,5.0,19.0
2558,18,9,2,Lonicera periclymenum,100.0,19.0
2559,18,9,2,Rosa seedling/sp,50.0,19.0
2560,18,9,2,Rubus fruticosus agg.,20.0,19.0
2561,18,9,2,Ulmus glabra,50.0,19.0
2562,18,10,1,Acer campestre,50.0,19.0
2563,18,10,1,Euonymus europaeus,100.0,19.0
2564,18,10,1,Fraxinus excelsior (c),100.0,19.0
2565,18,10,1,Hedera helix,100.0,19.0
2566,18,10,1,Ilex aquifolium,50.0,19.0
2567,18,10,1,Lonicera periclymenum,100.0,19.0
2568,18,10,1,Rubus fruticosus agg.,5.0,19.0
2569,18,10,1,Ulmus glabra,50.0,19.0
2570,18,10,2,Acer campestre,50.0,13.0
2571,18,10,2,Fraxinus excelsior (c),50.0,13.0
2572,18,10,2,Hedera helix,5.0,13.0
2573,18,10,2,Lonicera periclymenum,10.0,13.0
2574,18,10,2,Rosa seedling/sp,50.0,13.0
2575,18,10,2,Rubus fruticosus agg.,30.0,13.0
2576,18,11,1,Acer pseudoplatanus,50.0,17.0
2577,18,11,1,Castanea sativa,50.0,17.0
2578,18,11,1,Corylus avellana,100.0,17.0
2579,18,11,1,Crataegus monogyna,100.0,17.0
2580,18,11,1,Fraxinus excelsior (c),100.0,17.0
2581,18,11,1,Hedera helix,50.0,17.0
2582,18,11,1,Ilex aquifolium,50.0,17.0
2583,18,11,1,Lonicera periclymenum,100.0,17.0
2584,18,11,1,Mahonia aquifolium,5.0,17.0
2585,18,11,1,Quercus seedling/sp,50.0,17.0
2586,18,11,1,Rosa seedling/sp,50.0,17.0
2587,18,11,1,Rubus fruticosus agg.,5.0,17.0
2588,18,11,1,Ulmus glabra,50.0,17.0
2589,18,11,2,Fraxinus excelsior (c),50.0,26.0
2590,18,11,2,Hedera helix,5.0,26.0
2591,18,11,2,Lonicera periclymenum,5.0,26.0
2592,18,11,2,Prunus spinosa,50.0,26.0
2593,18,11,2,Rubus fruticosus agg.,30.0,26.0
2594,18,12,1,Fraxinus excelsior (c),100.0,30.0
2595,18,12,1,Hedera helix,100.0,30.0
2596,18,12,1,Prunus spinosa,50.0,30.0
2597,18,12,1,Ribes uva-crispa,50.0,30.0
2598,18,12,1,Rosa seedling/sp,50.0,30.0
2599,18,12,1,Rubus fruticosus agg.,5.0,30.0
2600,18,12,2,Fraxinus excelsior (c),100.0,17.0
2601,18,12,2,Hedera helix,15.0,17.0
2602,18,12,2,Lonicera periclymenum,5.0,17.0
2603,18,12,2,Rubus fruticosus agg.,35.0,17.0
2604,18,13,1,Crataegus monogyna,50.0,17.0
2605,18,13,1,Fraxinus excelsior (c),100.0,17.0
2606,18,13,1,Hedera helix,5.0,17.0
2607,18,13,1,Ilex aquifolium,50.0,17.0
2608,18,13,1,Mahonia aquifolium,5.0,17.0
2609,18,13,1,Quercus seedling/sp,50.0,17.0
2610,18,13,1,Rubus fruticosus agg.,5.0,17.0
2611,18,13,1,Sambucus nigra,50.0,17.0
2612,18,13,1,Ulmus glabra,50.0,17.0
2613,18,13,2,Fraxinus excelsior (c),50.0,17.0
2614,18,13,2,Hedera helix,50.0,17.0
2615,18,13,2,Lonicera periclymenum,100.0,17.0
2616,18,13,2,Rubus fruticosus agg.,15.0,17.0
2617,18,13,2,Sorbus aucuparia,50.0,17.0
2618,18,14,1,Acer pseudoplatanus,100.0,18.0
2619,18,14,1,Aesculus hippocastanum,50.0,18.0
2620,18,14,1,Euonymus europaeus,50.0,18.0
2621,18,14,1,Fraxinus excelsior (c),50.0,18.0
2622,18,14,1,Hedera helix,100.0,18.0
2623,18,14,1,Ilex aquifolium,50.0,18.0
2624,18,14,1,Lonicera periclymenum,100.0,18.0
2625,18,14,1,Mahonia aquifolium,5.0,18.0
2626,18,14,1,Rosa seedling/sp,50.0,18.0
2627,18,14,1,Rubus fruticosus agg.,5.0,18.0
2628,18,14,1,Taxus baccata,50.0,18.0
2629,18,14,1,Ulmus glabra,50.0,18.0
2630,18,14,2,Hedera helix,100.0,8.0
2631,18,14,2,Lonicera periclymenum,100.0,8.0
2632,18,14,2,Mahonia aquifolium,20.0,8.0
2633,18,14,2,Rosa seedling/sp,50.0,8.0
2634,18,14,2,Rubus fruticosus agg.,35.0,8.0
2635,18,15,1,Acer pseudoplatanus,50.0,24.0
2636,18,15,1,Castanea sativa,50.0,24.0
2637,18,15,1,Crataegus monogyna,50.0,24.0
2638,18,15,1,Hedera helix,100.0,24.0
2639,18,15,1,Lonicera periclymenum,50.0,24.0
2640,18,15,1,Mahonia aquifolium,10.0,24.0
2641,18,15,1,Prunus spinosa,100.0,24.0
2642,18,15,1,Rosa seedling/sp,100.0,24.0
2643,18,15,1,Rubus fruticosus agg.,5.0,24.0
2644,18,15,2,Crataegus monogyna,50.0,17.0
2645,18,15,2,Fraxinus excelsior (c),50.0,17.0
2646,18,15,2,Rubus fruticosus agg.,50.0,17.0
2647,18,16,1,Acer pseudoplatanus,50.0,20.0
2648,18,16,1,Crataegus monogyna,50.0,20.0
2649,18,16,1,Euonymus europaeus,50.0,20.0
2650,18,16,1,Fraxinus excelsior (c),50.0,20.0
2651,18,16,1,Hedera helix,100.0,20.0
2652,18,16,1,Mahonia aquifolium,10.0,20.0
2653,18,16,1,Prunus avium,50.0,20.0
2654,18,16,1,Rosa seedling/sp,100.0,20.0
2655,18,16,1,Rubus fruticosus agg.,10.0,20.0
2656,19,1,1,Crataegus monogyna,50.0,24.0
2657,19,1,1,Hedera helix,100.0,24.0
2658,19,1,1,Lonicera periclymenum,50.0,24.0
2659,19,1,1,Rubus fruticosus agg.,100.0,24.0
2660,19,1,2,Fraxinus excelsior (c),5.0,10.0
2661,19,1,2,Hedera helix,100.0,10.0
2662,19,2,1,Crataegus monogyna,50.0,17.0
2663,19,2,1,Hedera helix,15.0,17.0
2664,19,2,1,Lonicera periclymenum,50.0,17.0
2665,19,2,1,Rosa seedling/sp,100.0,17.0
2666,19,2,1,Rubus fruticosus agg.,15.0,17.0
2667,19,2,2,Euonymus europaeus,50.0,10.0
2668,19,2,2,Fraxinus excelsior (c),100.0,10.0
2669,19,2,2,Hedera helix,100.0,10.0
2670,19,2,2,Lonicera periclymenum,5.0,10.0
2671,19,2,2,Rosa seedling/sp,50.0,10.0
2672,19,2,2,Rubus fruticosus agg.,100.0,10.0
2673,19,3,1,Crataegus monogyna,50.0,42.0
2674,19,3,1,Hedera helix,100.0,42.0
2675,19,3,1,Lonicera periclymenum,100.0,42.0
2676,19,3,1,Prunus spinosa,50.0,42.0
2677,19,3,1,Quercus seedling/sp,50.0,42.0
2678,19,3,1,Rosa seedling/sp,5.0,42.0
2679,19,3,1,Rubus fruticosus agg.,100.0,42.0
2680,19,3,1,Viburnum opulus,50.0,42.0
2681,19,3,2,Fraxinus excelsior (c),100.0,13.0
2682,19,3,2,Hedera helix,100.0,13.0
2683,19,3,2,Rubus fruticosus agg.,100.0,13.0
2684,19,4,1,Acer campestre,50.0,13.0
2685,19,4,1,Crataegus monogyna,50.0,13.0
2686,19,4,1,Hedera helix,100.0,13.0
2687,19,4,1,Lonicera periclymenum,100.0,13.0
2688,19,4,1,Rosa seedling/sp,10.0,13.0
2689,19,4,1,Rubus fruticosus agg.,5.0,13.0
2690,19,4,2,Crataegus monogyna,50.0,7.0
2691,19,4,2,Fraxinus excelsior (c),5.0,7.0
